class	rust_ref	go_symbol	status	note
c-abi	c_abi_support/writer.rs begin_create_feed		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginCreateFeed
c-abi	c_abi_support/writer.rs begin_direct_replacement		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginDirectReplacement
c-abi	c_abi_support/writer.rs begin_first_seen_refresh		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginFirstSeenRefresh
c-abi	c_abi_support/writer.rs begin_last_seen_refresh		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginLastSeenRefresh
c-abi	c_abi_support/writer.rs begin_membership_import		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginMembershipImport
c-abi	c_abi_support/writer.rs begin_replace_feed		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.BeginReplaceFeed
c-abi	c_abi_support/writer.rs finish_first_seen_with_removals_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner FirstSeenRefresh.FinishInputWithRemovalsV4
c-abi	c_abi_support/writer.rs finish_first_seen_with_removals_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner FirstSeenRefresh.FinishInputWithRemovalsV6
c-abi	c_abi_support/writer.rs project_history		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.ProjectHistory
c-abi	c_abi_support/writer.rs project_history_from		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner LiveWriter.ProjectHistory (single Go projection entry)
c-abi	c_abi_support/writer.rs structured_assign_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner StructuredTransaction.AssignV6
c-abi	c_abi_support/writer.rs structured_clear_v4		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner StructuredTransaction.ClearV4
c-abi	c_abi_support/writer.rs structured_clear_v6		removed	Rust C ABI binding export (c-abi-v4.md, #[doc(hidden)] c_abi_support); Go owner StructuredTransaction.ClearV6
go-surface	-	Cardinality129.Bit128	present	Go alias method on Cardinality129 (internal/format)
go-surface	-	Cardinality129.Hi	present	Go alias method on Cardinality129 (internal/format)
go-surface	-	Cardinality129.Lo	present	Go alias method on Cardinality129 (internal/format)
go-surface	-	Cardinality129.Compare	present	Go alias method on Cardinality129 (internal/format)
go-surface	-	Cardinality129.String	present	Go alias method on Cardinality129 (internal/format)
go-surface	-	Cardinality129.Uint128	present	Go alias method on Cardinality129 (internal/format)
go-surface	-	Cardinality129.Uint64	present	Go alias method on Cardinality129 (internal/format)
go-surface	-	CleanupArtifacts.Empty	present	Go method on the CleanupArtifacts alias (internal/publication)
go-surface	-	CleanupArtifacts.Len	present	Go method on the CleanupArtifacts alias (internal/publication)
go-surface	-	CleanupArtifacts.Push	present	Go method on the CleanupArtifacts alias (internal/publication)
go-surface	-	CleanupArtifacts.State	present	Go method on the CleanupArtifacts alias (internal/publication)
go-surface	-	PublicationResidueHandle.Remove	present	Go method on the PublicationResidueHandle alias (internal/publication)
go-surface	-	PublicationResidueRemoval.CleanupState	present	Go cleanup-state accessor on the PublicationResidueRemoval alias
go-surface	-	PublicationResult.CleanupState	present	Go cleanup-state accessor on the PublicationResult alias
go-surface	-	RecoveryCandidateLabel.String	present	Go accessor on the RecoveryCandidateLabel alias (internal/recovery)
go-surface	-	RecoveryPreparationFailure.CleanupState	present	Go cleanup-state accessor on the RecoveryPreparationFailure alias
go-surface	-	RecoveryResult.CleanupState	present	Go cleanup-state accessor on the RecoveryResult alias
go-surface	-	RecoverySinkFunc.Unknown	present	Go accessor on the RecoverySinkFunc alias (internal/recovery)
go-surface	-	SinkFunc.Finding	present	Go accessor on the SinkFunc alias (internal/validation)
go-surface	-	ValidationBudget.Validate	present	Go alias method (internal/validation)
go-surface	-	ValidationFailure.CleanupState	present	Go cleanup-state accessor on the ValidationFailure alias
go-surface	-	AbandonedArtifactRemoval	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedPublicationTempEntry	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedPublicationTempList	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationEntry	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationEvidence	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationList	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationPhase	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationPhaseMainMayHaveBeenAttempted	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationPhasePrepared	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationPolicy	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationPolicyFailIfExists	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationPolicyReplaceExisting	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationPolicyReplaceExistingNoRollback	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedReservationPrevious	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedScratchAuthentication	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedScratchEntry	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbandonedScratchList	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbortOutcomeAbortIncomplete	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AbortOutcomeAborted	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AddressFamilyIPv4	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	AddressFamilyIPv6	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport AddressRange	AddressRange4	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport AddressRange	AddressRange6	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	CallerCertified	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CleanupState	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CleanupStateClean	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CleanupStateResiduePossible	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CloseOutcomeCloseIncomplete	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CloseOutcomeClosed	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitCommitted	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitNotCommitted	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitOutcomeUnknown	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitResolutionCommitted	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitResolutionModeImmutable	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitResolutionModeLive	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitResolutionNotCommitted	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitResolutionSupersededUnknown	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitResolutionUnresolvable	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CommitStatus	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CoordinationCleanup	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CoordinationCleanupCleanupGuard	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CoordinationCleanupNone	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CoordinationCleanupRetainedReaderCloseRequired	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CoordinationCleanupRetainedWriterCloseRequired	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CreationSecurity	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CreationStateCreated	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CreationStateNotCreated	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	CreationStateOutcomeUnknown	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	DestinationContent	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	DestinationContentAbsent	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	DestinationContentDesired	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	DestinationContentOther	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	DestinationContentPrevious	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	DestinationContentUnclassified	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport DirectRange	DirectRangeV4	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport DirectRange	DirectRangeV6	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	DirectSemanticFirstSeen	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	DirectSemanticGeneric	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	DirectSemanticLastSeen	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ErrorAbortIncomplete	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorAccessPolicyUnsupported	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorArithmeticOverflow	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorBufferTooSmall	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorCancelled	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorCleanupConflict	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorCleanupInProgress	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorConflict	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorCoordinationSequenceExhausted	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorCurrentGenerationUnprovable	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorDestinationNameMismatch	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorDirectoryIdentityMismatch	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorDurabilityUnsupported	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorFaultWorkerFailed	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorFaultWorkerUnavailable	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorFeedIndexExhausted	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorForeignReference	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorForkedHandle	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorFormatInvalid	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorHandleBusy	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorHandleClosed	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorIO	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorInsufficientResourceBudget	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorInvalidArgument	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorInvalidEnum	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorInvalidLength	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorLiveCoordinationCleanupRequired	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorLiveCoordinationMalformedRequiresReset	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorLiveCoordinationUnsupported	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorLiveOpenCleanupRequired	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorLiveRecoveryCoordinationUnavailable	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorLiveRecoveryCurrentGenerationUnprovable	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorLiveRecoveryCurrentGenerationUnreadable	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorMembershipIdExhausted	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorMisalignedPointer	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorNameExists	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorNameInvalid	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorNameNotFound	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorNoPendingTransaction	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorNotV4	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorNullPointer	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorOSUnsupported	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorPageSpaceExhausted	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorPanic	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorPublicationUnsupported	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorRangeReversed	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorReaderCapacityExhausted	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorRecoveryCandidateChanged	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorRecoveryPreparationFailed	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorReservedNonzero	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorSinkFailed	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorSnapshotPreparationFailed	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorSourceFailed	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorStaleReference	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorStoppedBySink	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorStructureIdExhausted	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorTransactionAborted	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorTransactionIdExhausted	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorTransitionSuperseded	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorUnresolvable	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorUnsupportedStructure	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorWorkLimitTooSmall	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorWriterBusy	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorWrongAddressFamily	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorWrongHandleKind	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorWrongState	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorWrongStructureKind	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorWrongValueKind	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	ErrorWrongValueTag	present	Go error-code constant adapting the Rust error::ErrorCode variant of the same meaning
go-surface	-	FeedInfo	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	FileIdentity	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport FirstSeenRemoval	FirstSeenRemoval4	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport FirstSeenRemovalSink	FirstSeenRemoval4Sink	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport FirstSeenRemoval	FirstSeenRemoval6	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport FirstSeenRemovalSink	FirstSeenRemoval6Sink	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport HistoryProjectionSource	HistoryProjectionSourceImmutable	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport HistoryProjectionSource	HistoryProjectionSourceKind	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport HistoryProjectionSource	HistoryProjectionSourceLive	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	Housekeeping	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	HousekeepingArtifact	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	HousekeepingCrashReappearancePossible	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	HousekeepingNone	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	HousekeepingVisible	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport Ipv4Key	IPv4	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport Ipv6Key	IPv6	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport AbortResult	LiveAbortResult	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport CloseResult	LiveCloseResult	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport CommitCleanupArtifact	LiveCommitCleanupArtifact	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport CommitCleanupArtifacts	LiveCommitCleanupArtifacts	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	LiveCommitResult	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveCoordinationLocationAbsent	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveCoordinationLocationCanonical	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveCoordinationLocationPrivate	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveCoordinationLocationUnclassified	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport DirectTransaction	LiveDirectTransaction	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	LiveResetDiscardPrevious	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveResetRollbackSafe	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveResidueKindCanonical	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveResidueKindPrivateReset	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveResidueStatusAbsent	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveResidueStatusCompleted	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveResidueStatusOutcomeUnknown	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveResidueStatusReady	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveResidueStatusRemoved	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveTransitionInitialize	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveTransitionReset	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveTransitionResolutionComplete	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveTransitionResolutionRollback	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveTransitionStatusInitialized	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveTransitionStatusOutcomeUnknown	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LiveTransitionStatusUnchanged	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LocalFileIdentity	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LocalFileRelationDifferentLocalFile	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LocalFileRelationSameLocalFile	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LogicalChanged	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	LogicalNoChange	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport MAX_METADATA_UNCOMPRESSED	MaxMetadataUncompressed	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	MembershipDifference	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	MembershipIntersection	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	MembershipReplace	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	MembershipUnion	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	MembershipXor	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	MetaSelectionProvenCurrent	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	MetaSelectionSoleMeta0	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	MetaSelectionSoleMeta1	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport NetworkEnrichmentV1Range	NetworkEnrichmentV1RangeV4	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport NetworkEnrichmentV1Range	NetworkEnrichmentV1RangeV6	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	ObjectCatalogIndexTree	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectCatalogNameTree	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectFeedUsedBitmap	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectFileGeometry	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectFreeBitmap	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectMembershipBlob	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectMembershipDictionary	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectMembershipReverseIndex	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectMembershipUsedBitmap	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectMeta	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectMetadata	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectRangeTree	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectRetirementBlob	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectRetirementTree	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectStructureDictionary	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectStructureReverseIndex	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	ObjectStructureUsedBitmap	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	OfflineQuiescenceCertification	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport TransactionBudget	PageBudget	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	PhysicalByteInterval	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	Pin	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PolicyFailIfExists	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PolicyReplaceExisting	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PolicyReplaceExistingNoRollback	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PrivateOutputAttempt	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationDigest	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationNotPublished	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationOutcomeUnknown	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationOutputEvidence	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationPublished	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResidueCoordinationAbsent	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResidueCoordinationLiveSidecar	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResidueCoordinationPublicationReservation	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResidueCoordinationUnselectable	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResidueMainContentOther	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResidueMainContentV4	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResolutionComplete	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResolutionRemove	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationResult	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	PublicationTuple	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RangeDirectionBackward	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	-	RangeDirectionForward	present	Go surface type/constant with no same-name Rust export (adapted shape)
go-surface	lib-reexport RangeSource	RangeSource4	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	lib-reexport RangeSource	RangeSource6	present	Go-adapted type; Rust counterpart recorded in the gate divergence set
go-surface	-	ReasonAllocationPartitionInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonArithmeticOverflow	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonBitmapSummaryInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonBlobInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
go-surface	-	ReasonCatalogBijectionInvalid	present	Go validation-reason constant adapting the Rust validation reason vocabulary
